"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1795657554149982632","Wed May 29 03:24:57 +0000 2024","0","Top Gainers dan Top Losers Aset Kripto di Ajaib Kripto selama 24 jam https://t.co/ha8A4uwc71","1795657554149982632","https://pbs.twimg.com/media/GOt1Bm6bcAAVfW8.jpg","","in","","0","1","0","https://x.com/ajaib_investasi/status/1795657554149982632","1166977780757581824","ajaib_investasi"
"1800350853314052510","Tue Jun 11 02:14:26 +0000 2024","2","Top Gainers dan Top Losers Aset Kripto di Ajaib Kripto selama 24 jam https://t.co/4ziKYDH70c","1800350853314052510","https://pbs.twimg.com/media/GPwhjoLboAEObCF.jpg","","in","","0","1","0","https://x.com/ajaib_investasi/status/1800350853314052510","1166977780757581824","ajaib_investasi"
"1782713344610504834","Tue Apr 23 10:09:17 +0000 2024","0","Anak Muda Jadi Peminat Utama Investasi Kripto https://t.co/z2OVVLbOze https://t.co/EYiyUWjAcA","1782713344610504834","https://pbs.twimg.com/media/GL14VwFakAAGmlB.jpg","","in","Solo, Central Java, Indonesia","0","0","0","https://x.com/soloposdotcom/status/1782713344610504834","155169715","soloposdotcom"
"1791034639660007476","Thu May 16 09:15:08 +0000 2024","5","3 Hari lagi BLK akan roadhow ke Medan! So warga Medan make sure buat kosongin tanggalnya ya! Minggu 19 Mei 2024 ⏰ 16.00 - 18.00 WIB Clapham Collective ️ Memulai Perjalanan Investasi Kripto Daftar disini : https://t.co/l4HIh1chkb Nantikan juga roadshow BLK di https://t.co/XqQ4C5NU0Z","1791034639660007476","https://pbs.twimg.com/media/GNsHq_FagAAcZF-.jpg","","in","Indonesia","0","1","1","https://x.com/coinvestasi/status/1791034639660007476","1147028900","coinvestasi"
"1795759223995085123","Wed May 29 10:08:57 +0000 2024","0","Jual/Beli #Bitcoin &amp; #Ethereum cashback 100% trading fee! Gunakan kode GRATISTRADING &amp; manfaatkan momen ini untuk dapatkan Aset Kripto BTC dan ETH tanpa biaya transaksi di Ajaib Kripto (khusus untuk Pengguna Baru). *S&amp;K berlaku: https://t.co/9ngZ90Fvnt https://t.co/eibQNxH7kA","1795759223995085123","https://pbs.twimg.com/media/GOvRei1bYAEFy_V.jpg","","in","","0","0","0","https://x.com/ajaib_investasi/status/1795759223995085123","1166977780757581824","ajaib_investasi"
"1786852531005714560","Sat May 04 20:16:56 +0000 2024","0","Crypto is the highest form of investment. Kripto adalah Kasta Tertinggi Investasi.","1786852531005714560","","","in","","1","1","0","https://x.com/ZeinKripto/status/1786852531005714560","1738847662324252672","ZeinKripto"
"1799305354586792129","Sat Jun 08 05:00:00 +0000 2024","4","Berikut pergerakan aset-aset kripto di Ajaib Kripto dalam sepekan per 7 Juni 2024 pukul 17.00 WIB https://t.co/mDzQVAguGt","1799305354586792129","https://pbs.twimg.com/media/GPezhSabkAAaS52.jpg","","in","","0","0","0","https://x.com/ajaib_investasi/status/1799305354586792129","1166977780757581824","ajaib_investasi"
"1796157444126917027","Thu May 30 12:31:20 +0000 2024","0","Besok Ajaib Kripto bakal bagi-bagi Solana gratis hingga Rp50 juta di Live Instagram Lucky Draw pukul 14.30! Yuk ikutan Lucky Draw dengan cara ajak minimal 1 teman kamu untuk transaksi di Ajaib Kripto! S&amp;K: https://t.co/lCKExfzusC *Disclaimer on https://t.co/sDbFUzOEUq","1796157444126917027","https://pbs.twimg.com/media/GO07qsJawAAcuhn.jpg","","in","","0","0","0","https://x.com/ajaib_investasi/status/1796157444126917027","1166977780757581824","ajaib_investasi"
"1781180944499573155","Fri Apr 19 04:40:04 +0000 2024","5","Investasi kripto itu kayak jodoh bisa datang tanpa modal kok! CashTree kasih tau caranya cukup geser ke kanan ️ #HidupLebihEazy dengan #Newcashtree https://t.co/2BHpif3jXn","1781180944499573155","https://pbs.twimg.com/media/GLgGnkEXwAAPTtx.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/Cashtree_id/status/1781180944499573155","3317383244","Cashtree_id"
"1799989175036588217","Mon Jun 10 02:17:16 +0000 2024","0","Top Gainers dan Top Losers Aset Kripto di Ajaib Kripto selama 24 jam https://t.co/b04177pFJJ","1799989175036588217","https://pbs.twimg.com/media/GPrYnF8aUAAvwSg.jpg","","in","","0","1","0","https://x.com/ajaib_investasi/status/1799989175036588217","1166977780757581824","ajaib_investasi"
"1795007090265825605","Mon May 27 08:20:14 +0000 2024","11","3 hari menuju rangkaian penutupan BLK 2024! Dapatkan kesempatan menarik bertemu para pegiat kripto dari C-level hingga crypto figure untuk membahas peluang investasi aset kripto bagi para gen Z! Terbuka untuk umum dan daftar sekarang melalui: https://t.co/lbf6BQDh6C #BLK2024 https://t.co/sWob99HR7W","1795007090265825605","https://pbs.twimg.com/media/GOklSTla4AAKVhh.jpg","","in","Jakarta Capital Region","0","2","2","https://x.com/Tokocrypto/status/1795007090265825605","948505518535991296","Tokocrypto"
"1798969343226581019","Fri Jun 07 06:58:32 +0000 2024","2","Plena memelopori akses Defi di seluruh benua! Membawa aset investasi dan memecoin acara kepada investor yang berminat di seluruh dunia. Dapatkan keuntungan sebagai penggerak pertama dan mulailah membangun portofolio kripto Anda hari ini! ","1798972796166672827","","Plena_Indonesia","in","Indonesia","0","1","0","https://x.com/Plena_Indonesia/status/1798972796166672827","1655927216923107333","Plena_Indonesia"
"1797984276362956966","Tue Jun 04 13:30:31 +0000 2024","2","Ajaib Kripto bakal bagi-bagi SOL gratis lagi minggu ini! Siapa yang mau? ","1797984276362956966","","","in","","0","1","0","https://x.com/ajaib_investasi/status/1797984276362956966","1166977780757581824","ajaib_investasi"
"1798548029055856973","Thu Jun 06 02:50:40 +0000 2024","3","Top Gainers dan Top Losers Aset Kripto di Ajaib Kripto selama 24 jam https://t.co/aR8cOUqg0r","1798548029055856973","https://pbs.twimg.com/media/GPW55VjbUAEoe0N.jpg","","in","","0","1","0","https://x.com/ajaib_investasi/status/1798548029055856973","1166977780757581824","ajaib_investasi"
"1797989996923904200","Tue Jun 04 13:53:17 +0000 2024","2","#Solana #Crypto #Blockchain #InvestasiKripto","1797990009125167562","","viqramwataf","qht","Indonesia","0","1","0","https://x.com/viqramwataf/status/1797990009125167562","1393986044","viqramwataf"
"1796734056102846506","Sat Jun 01 02:42:35 +0000 2024","6","Carilah guru atau influencer Kripto yg menggali manfaat kripto/bitcoin bagi kehidupan kita. Bukan influencer yg kerjaannya banding2kan kripto dgn model investasi lain seperti Properti Saham Emas dsb. Orang model beginian sebenernya ilmunya dangkal bs jd cuma mau jualan doang ","1796734056102846506","","","in","","0","2","3","https://x.com/KebunEMAS/status/1796734056102846506","17203367","KebunEMAS"
"1797176499872628842","Sun Jun 02 08:00:42 +0000 2024","39","Kripto apa aja yang kamu beli pakai investasi rutin? Reply tweet ini dong! #INDODAX #AsetMasaDepan","1797176499872628842","","","in","Bali, Indonesia","0","43","9","https://x.com/indodax/status/1797176499872628842","2339859001","indodax"
"1793097258709463108","Wed May 22 01:51:15 +0000 2024","1","Hasil Laporan CPI Memacu Arus Masuk $932 Juta ke Investasi Kripto https://t.co/5V8hUjyeuP","1793097258709463108","","","in","Metaverse","0","0","0","https://x.com/coinfolks/status/1793097258709463108","1452247140303003657","coinfolks"
"1776699821203853533","Sat Apr 06 19:53:41 +0000 2024","6","Semua kembali ke audiencenya karena kebanyakan penontonnya anak2 jadi terlalu beresiko untuk memasarkan instrumen investasi ini. Baik kripto maupun saham itu instrumen investasi yang high risk tapi disatu sisi juga high return. Sebenernya yang penting tuh paham dulu terkait","1776699821203853533","","","in","Bandung, Jawa Barat","0","0","0","https://x.com/fikrishb01/status/1776699821203853533","1538089825","fikrishb01"
"1794911501205025098","Mon May 27 02:00:24 +0000 2024","28","7 hari menuju rangkaian penutupan BLK 2024! Dapatkan kesempatan bertemu para publik figur kripto untuk membahas peluang investasi aset kripto! Terbuka untuk umum! Daftar sekarang https://t.co/VWGTdiJQWu #BLK2024 #BulanLiterasiKripto #INDODAX #AsetMasaDepan @BlockchainIndo https://t.co/chC8bsb11K","1794911501205025098","https://pbs.twimg.com/media/GOjOfyqW0AAJAD0.jpg","","in","Bali, Indonesia","0","27","15","https://x.com/indodax/status/1794911501205025098","2339859001","indodax"
"1800489380223897731","Tue Jun 11 11:24:54 +0000 2024","0","#RekusWatchlist Tuesday 11 June 2024! Ini koin-koin yang lagi hot! ","1800489380223897731","","","tl","Indonesia","0","1","0","https://x.com/reku_id/status/1800489380223897731","953601431797248002","reku_id"
"1798136892443300219","Wed Jun 05 01:50:33 +0000 2024","9","@kelixmann WKWKWKWK kebanyakan dicekokin sama bocil kripto kalau deposito itu investasi orang susah. Jadi orang malas belajar. Maunya all in pakai kripto pakai judi pakai foya foya hidup cuma sekali coooooy.","1798170514764283941","","kelixmann","in","In Your Eyes","0","0","0","https://x.com/Zuherooo/status/1798170514764283941","169853602","Zuherooo"
"1798218395701383439","Wed Jun 05 05:00:49 +0000 2024","0","Berikut pilihan berita terkini dari dunia aset digital: Bank Sentral Qatar luncurkan proyek CBDC tahap pertama https://t.co/zlTpcccNPU Investasi kripto Australia melonjak dengan kepemilikan 17% yang sebagian besar oleh kalangan muda https://t.co/5SWFRAsNX7 https://t.co/uSmocOJrrR","1798218395701383439","https://pbs.twimg.com/media/GPSNSXVbkAAFEjm.jpg","","in","Indonesia","0","2","0","https://x.com/UpbitID/status/1798218395701383439","1114359858269163521","UpbitID"
"1795893158489813079","Wed May 29 19:01:09 +0000 2024","0"," Reku Mendorong Edukasi Investasi Kripto dan Beberkan Potensi Pasar Jelang Altseason https://t.co/xlXG3Qa03G","1795893158489813079","","","in","Riau, Indonesia","0","0","0","https://x.com/X_RPsaranjana27/status/1795893158489813079","1683995991945674752","X_RPsaranjana27"
"1793490375216382090","Thu May 23 03:53:21 +0000 2024","0","Kenapa Bitcoin Semakin Melejit Simak beritanya! Harga Bitcoin Terus Naik Waktunya Untuk Investasi Kripto? https://t.co/7C1oDjitGA","1793490375216382090","","","in","Bandung, Jawa Barat, Indonesia","0","0","0","https://x.com/ParahianganNews/status/1793490375216382090","1200374127195910144","ParahianganNews"
"1795385184856297488","Tue May 28 09:22:39 +0000 2024","0","3 % tapi cicilan rumah udah beres alhamdulillah. 2 5% dari Gaji biasanya saya alokasiin bwt investasi kripto juga sih. Terus piye ini kalau saya punya goals lain untuk alokasi alokasi gaji saya utk masa depan ","1795385184856297488","","","in","Indonesia","0","0","0","https://x.com/missugarika/status/1795385184856297488","74115469","missugarika"
"1786081515593687470","Thu May 02 17:13:11 +0000 2024","10","Semoga saudara se tanah air Indonesia ada yang tergerak untuk DYOR dan menjadi holder $WTK. Kesempatan yang menurut saya sekali seumur hidup mendapatkan token semacam ini. NFA #WTK $Saham $Investasi $kripto $Indodax $TokoCrypto $shiba $DOGE $VRA $XDC $XRP #XLM $Pepe $Base $BNB","1786081515593687470","","","in","Indonesia","0","1","0","https://x.com/dessy04herman/status/1786081515593687470","4837607232","dessy04herman"
"1799290917444112654","Sat Jun 08 04:02:38 +0000 2024","2","Solana: Mengapa Mata Uang Kripto Ini Layak Dipertimbangkan sebagai Investasi yang Menguntungkan https://t.co/d4azqfLQ2Z https://t.co/stMtF3dFTl","1799290917444112654","https://pbs.twimg.com/media/GPhdjceXoAAmACz.jpg","","in","Indonesia","0","0","0","https://x.com/beritasolana/status/1799290917444112654","1702607362715164672","beritasolana"
"1798172751657947288","Wed Jun 05 02:25:05 +0000 2024","3","@istopjeeting investasi kripto itu halal. Kalau konteksnya pinjamannya cari yg gak ada bunganya kayak liquity https://t.co/9zBANtXppL","1798179203902591486","","istopjeeting","in","Arbitrum","0","1","0","https://x.com/yanzero_/status/1798179203902591486","14119874","yanzero_"
"1800429430978056653","Tue Jun 11 07:26:41 +0000 2024","0","️ Daftar token yang sudah listing di Ajaib Kripto! 5 aset kripto ini sudah tersedia di aplikasi Ajaib Kripto dan sudah bisa kamu trading-kan: $TWT $POLYX $XVS $BICO $PHA Yuk klik link di bawah dan cek aset kripto favorit kamu cuma di Ajaib Kripto https://t.co/qpBRgnr54c","1800429430978056653","https://pbs.twimg.com/media/GPxpAl7a8AE2MSc.jpg","","in","","0","0","0","https://x.com/ajaib_investasi/status/1800429430978056653","1166977780757581824","ajaib_investasi"
"1783093007669231968","Wed Apr 24 11:17:55 +0000 2024","2","Beberapa ahli percaya halving dapat meningkatkan permintaan $BTC &amp; mendorong harga naik. Meskipun ada arus keluar baru-baru ini dari produk investasi kripto halving BTC telah menarik investor ke pasar &amp; memicu kenaikan harga tipis pada kripto. #KabarPluang #PluangDailyNews","1783093007669231968","","","in","Jakarta, Indonesia","0","3","0","https://x.com/pluang_id/status/1783093007669231968","902083753605980160","pluang_id"
"1797491170467332142","Mon Jun 03 04:51:05 +0000 2024","2","Ada yang HODL aset kripto ini nggak? ","1797491170467332142","","","in","","0","0","0","https://x.com/ajaib_investasi/status/1797491170467332142","1166977780757581824","ajaib_investasi"
"1792509163815489829","Mon May 20 10:54:22 +0000 2024","0","Generasi Muda Lebih Pilih Investasi Kripto Daripada Saham Indodax : Lebih Murah #GenZ #InvestasiKripto https://t.co/VRQDW9xYzL","1792509163815489829","","","in","Kota Depok, Jawa Barat","0","0","0","https://x.com/portalinfomase/status/1792509163815489829","1531670208217116673","portalinfomase"
"1782355247501029474","Mon Apr 22 10:26:20 +0000 2024","0","Sebetulnya bagaimana cara bermain aset kripto kali ini TVAsuransi berbincang dengan CMO Toko Crypto Wan Iqbal untuk mengetahui seluk beluk investasi Kripto. https://t.co/ryV3GX2ufg","1782355247501029474","","","in","Jakarta","0","0","0","https://x.com/Media_Asuransi/status/1782355247501029474","1450957656","Media_Asuransi"
"1790696137038741670","Wed May 15 10:50:03 +0000 2024","0","Panduan Investasi Kripto Dari Nol Bagi Pemula Selengkapnya Klik https://t.co/P65IVOBGZP #kripto #belajarkripto #Indodax #Binance #PanduanInvestasiKripto https://t.co/QXmB3AIjgc","1790696137038741670","","","in","","0","0","0","https://x.com/kabapedia/status/1790696137038741670","899585333775319040","kabapedia"
"1793930643317092393","Fri May 24 09:02:49 +0000 2024","3","7 hari menuju penutupan BLK 2024! Dapatkan kesempatan menarik bertemu pegiat kripto dari C-level hingga crypto figure untuk membahas peluang investasi aset kripto bagi gen Z! Terbuka untuk umum dan daftar sekarang melalui: https://t.co/ff8qUhfSgX #BLK2024 #BulanLiterasiKripto https://t.co/YCqgmnOvzg","1793930643317092393","https://pbs.twimg.com/media/GOVSaNgaAAAjSs0.jpg","","in","Indonesia","0","0","2","https://x.com/usenobi/status/1793930643317092393","1035476953183047680","usenobi"
"1795032525967900771","Mon May 27 10:01:18 +0000 2024","21","Pengumuman Pemenang Tips Investasi Kripto Terbaik &amp; Foto Pizza di Bitcoin Pizza Day Selamat kepada para pemenang! Cek Daftar Pemenanghttps://t.co/aD0HUUxnYz Terimakasih untuk CoinExer yang sudah berpartisipasi #CoinExIndonesia #CoinExpizza https://t.co/CaMRZUlgWQ","1795032525967900771","https://pbs.twimg.com/media/GOk8LwnaQAEH4M-.jpg","","in","Indonesia","0","13","6","https://x.com/CoinExIndonesia/status/1795032525967900771","1249683073202962433","CoinExIndonesia"
"1797574304789672337","Mon Jun 03 10:21:26 +0000 2024","2","Jangan lupa! Masih ada kesempatan loh dapetin 100% Cashback Trading Free &amp; 0% Withdrawal Fee dengan Beli USDT/IDR pakai Limit Order &amp; Order Book di Ajaib Kripto ","1797574304789672337","","","in","","0","1","0","https://x.com/ajaib_investasi/status/1797574304789672337","1166977780757581824","ajaib_investasi"
"1794460959748293037","Sat May 25 20:10:06 +0000 2024","17",". @WadzPay adalah satu dari hanya 20 perusahaan yang mendapat licensi dari VARA UAE. Dan #WTK adalah salah satu token yang MC nya paling rendah dari 20 company tadi. Bayangkan peluangnya kawan @indodax @Tokocrypto @PintuID @TrivExchange @ajaib_investasi #Kripto","1794460959748293037","","","in","Indonesia","0","0","1","https://x.com/dessy04herman/status/1794460959748293037","4837607232","dessy04herman"
"1793454300406173982","Thu May 23 01:30:00 +0000 2024","0","Mau investasi kripto? Pilih yang pasti-pasti aja di exchange lokal teregulasi. Inbizia punya daftar lengkap beserta review-nya lho! Yuk capcus langsung klik halaman ini: https://t.co/Zz1aQAR49H #Inbizia #Kripto #Exchange #ExchangeLokal #Indodax https://t.co/TTWKAVhKkP","1793454300406173982","https://pbs.twimg.com/media/GNw6BS0bkAAAdkT.jpg","","in","","0","0","0","https://x.com/InbiziaOfficial/status/1793454300406173982","1326804903012958208","InbiziaOfficial"
"1797491098962862450","Mon Jun 03 04:50:48 +0000 2024","1","Weekly Watchlist Aset Kripto Minggu Ini #ATOM - Cosmos akan meluncurkan software upgrade Gaia v17 di mainnet pada 5 Juni. Upgrade kali ini akan meningkatkan CosmosHub Interchain Security ke versi terbaru sekaligus menambahkan fitur Partial Set Security. #ARB - Proposal","1797491098962862450","","","in","","1","0","0","https://x.com/ajaib_investasi/status/1797491098962862450","1166977780757581824","ajaib_investasi"
"1792415731193352447","Mon May 20 04:43:06 +0000 2024","0","&lt;p&gt;Luno aplikasi investasi aset kripto global umumkan penambahan tiga pilihan investasi aset kripto di platformnya. Ini menjadikan jumlah koin yang ditawarkan Luno menjadi 23.&lt;/p&gt; https://t.co/eaa2NI4kUZ","1792415731193352447","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/validnewsid/status/1792415731193352447","874558344593195008","validnewsid"
"1792079211349631000","Sun May 19 06:25:53 +0000 2024","0","Menyusul peluncuran ETF Ethereum spot baru-baru ini di Hong Kong OkLink pemimpin global dalam layanan data blockchain telah menyatakan optimisme tentang masa depan produk investasi kripto. https://t.co/3ScUxexc6T #ETF #Ethereum #HongKong #OkLink #blockchain #kripto","1792079211349631000","","","in","Medan, Indonesia","0","1","0","https://x.com/Vingika/status/1792079211349631000","21374763","Vingika"
"1797698040368902599","Mon Jun 03 18:33:07 +0000 2024","2","Untuk aku yang memang hanya menggunakan exchange @ajaib_investasi untuk investasi kripto aku bener-bener merasa terbantu banget dengan konten tentang Watch list aset kripto mingguan karena ngebantu pemula seperti aku untuk proses research koin. Kode ajaib = Egam622","1797698040368902599","","","in","Another World","0","0","0","https://x.com/MegaMekey/status/1797698040368902599","3034927887","MegaMekey"
"1798679587381244263","Thu Jun 06 11:33:26 +0000 2024","2"," Kabar gembira dari dunia kripto! Nobi baru saja meluncurkan Nobi Trend Pulse (NTP) bersama CryptoWatch! Investasi kripto Bitcoin &amp; Ethereum makin gampang dengan NTP di blockchain Polygon. Dapatkan langsung NTP Token lewat peer 2 peer https://t.co/4ZTvnBo5Jc #Kripto https://t.co/SRmED8NGL2","1798679587381244263","https://pbs.twimg.com/media/GPYxi9fb0AA1za3.png","","in","Indonesia","0","2","0","https://x.com/CryptoWatchID/status/1798679587381244263","1788629814116810752","CryptoWatchID"
"1796089629549936793","Thu May 30 08:01:52 +0000 2024","30","Dengan memahami faktor-faktor dasar yang mempengaruhi nilai sebuah aset kripto kita bisa membuat keputusan investasi yang lebih bijaksana. Yuk kita bahas bagaimana cara melakukan analisis fundamental kripto untuk pemula disini https://t.co/nk6FTANPdr #INDODAX #AsetMasaDepan","1796089629549936793","","","in","Bali, Indonesia","0","21","12","https://x.com/indodax/status/1796089629549936793","2339859001","indodax"
"1792008533913047495","Sun May 19 01:45:03 +0000 2024","0","Mayoritas Anak Muda Investor Kripto sebagai Investasi Masa Depan https://t.co/KS28xb5qvy","1792008533913047495","","","in","Jakarta, Indonesia","0","0","0","https://x.com/GATRA_com/status/1792008533913047495","202559038","GATRA_com"
