rating,review
5,"packing aman dus tebal, bubble wrap ada, paket sesuai deskripsi kualitas bagus  suara sesuai harga, terimakasih"
5,kualitas bagus
5,"proses cepat, delivery sesuai jadual
produk bagus, sesuai ekspektasi"
5,"responny cepat, brangny berfungsi dengan baik. agk gelap kn backlight. nnti akan dicoba dengan lampu"
5,"Ukuran mouse reguler dan cukup besar, sama dengan ukuran mouse dg kabel. Cukup mantab digenggam, karena lebih berat dari mouse biasanya. Mantab sekali"
5,"Bagus barangnya, sesuai harga. Thank u"
1,"untuk packing emang aman tapi pas di pakai mouse nggak jalan, sy komplain suduh upload video unboxing , sy lupa nggak di video in pas unboxing, jadi pembelajaran saja mou... "
5,"Barang bagus, lembut banget dipakai."
5,"mantap, ga pernah kecewa beli, selalu memuaskan"
5,bagussss
5,"Pengiriman barang cepet bgt, pagi udh sampe. Keyboard sepaket dan sekoneksi dg mouse, berfungsi baik. Keyboard cakep, slim, kokoh. Mouse slim (mudah2an ngga gampang rusak... "
5,sudah diterima dalam kondisi masih segelan
5,Mantap
5,"Barangnya sesuai, packingnya aman, dan pengiriman cepat.
Terimakasih"
5,"cakep banget desainnya, pake nya juga enak"
5,"lancar langsung connect, ga ada keluhan. udah dapet batre. thanks seller"
5,Okeh okeeh kimociih .. mantaab baaat ...👍👍👍
5,"Good product, good service."
5,"mantap nya luar biasa, order maghrib, besok pagi nya jam 8 sudah sampe....
don't know how they manage, but this is something awesome...well done 
recommended seller"
5,Top
5,terimakasih... barang sdh nyampe dan sesuai  dgn pesanan
5,smooth
5,puas
5,"Barang Ok, berfungsi dengan baik, dan sampe cepet bangettt! Recommended seller, Thank you!"
5,Barang sesuai
5,Cepat dan terpercaya.
5,Mantap. Pengiriman cepat. Kemasan sangat aman
3,lampu indikator gak nyala
5,"all good. respon seller fassttt, GTL express juga sangat fasttt. harga wajar"
5,Bagus
5,barang diterima dalam kondisi baik. sudah dicoba dan berfungsi baik.
5,"barang sampai dengan kondisi bagus. sudah dicoba, tidak ada masalah"
1,"scrollnya tiba2 ga berfungsi, pas di bongkar ternyata ada patahan di dalamnya"
5,Mousenya nyaman dipakai dan tidak mengeluarkan banyak suara
5,"bagus, berfungsi. lebih enak tanpa kabel"
5,Mantulz 👍
5,🫡🫡🫡
5,🫡🫡🫡
5,"Barngnya ok dan Mantab... semoga awet,,,"
5,"Pelayanan & pengemasan bagus. Saya pakai webcamnya di Linux Fedora 38, tinggal plug-n-play semua berjalan normal, dikondisi ligthing yg ok kualitas gambarnya lebih ba... "
5,"sesuai deskripsi, barang ori"
5,"barang sampai dengan utuh dan sesuai, dikemas dengan baik"
5,Pengiriman cepat. Barang yang diterima berfungsi dengan baik dan sesuai dengan deskripsi. Terima kasih.
5,"barang bagus sesuai, fast respon, dan langsung dikirim"
5,"Barang sesuai harapan. 
terimakasih banyak"
5,mantap.
5,dus utuh segel
5,originl
5,"Kualitas bagus. Berfungsi dengan baik. Merk logitech tidak perlu diragukan. Datangnya juga cepat. Tq seller, tokopedia, dan kurir. Mantaaap👍🏻👍🏻👍🏻👍🏻👍🏻"
5,"Barang udah sampai. Mousenya bagus, ringan, pas di tangan saya, tidak ada kendala, tinggal plug and play ada nano receiver nya (tentu saja) di tes di laptop, sudah includ... "
5,good
5,ok
5,"packing rapih, delivery okeh dan barang bagus"
5,Sedap euy! Bisa pindah device dengan sangat mudah dan cepat
5,semoga awet
5,"standard kualitasnya bagus,"
5,sesuai expektasilah
5,"proses cepat, packing aman, nyaman dipakai dan produk bekerja dengan baik 👍🏻"
5,"Barangnya bagus, packingnya aman banget, sellernya juga baikk makasih kak gemes bgt mousenyaa🤩"
5,berfungsi dengan baik
5,"Good product! Eksklusif tokopedia, produk yang trusted."
5,"cepat ,selamat bdan berfungsi dengan baik. mantap"
5,Speaker kompek yg mantap. worth the price
5,"barang bagus, semoga awet. seller responsif, kurir mantep"
5,mantapzzz baguss cepat kirim nya. tq
5,"Beneran silent mousenya. Lancar juga, enak buat klik klik. Mantap"
5,"Tombolnya empuk, bagus. Pengiriman dan pengemasan juga baik."
5,"barang bagus, ukuran pas ditangan, bahan plastiknya juga tidak kopong 👍👍👍👍👍"
5,"Barang mantap, kualitas logitech memang ok, awet juga"
5,nais. ga pernah ragu beli productnya logitech
5,kualitas gambar dan video bagus
5,"kurir lama.
sebaiknya diberi plastik udara supaya paket dalam box tidak kocak.
setelah dicek barang berfungsi normal."
5,blm di coba
5,"kualitas bahannya mantaap, feel ngetiknya biasa aja,koneksi gampang"
5,Baguusss
5,"kualitas sangat baik👍🏼
pengiriman sangat cepat👍🏼"
5,warna imoet. bisa berfungsi dengan baik di linux
5,"Silent, barang bagus"
5,Mantap.. sudah di coba clear cameranya
5,kualitas baguss. sensitivitas nya oke bgt. mantaab 👍👍
5,barang oke
5,"sdh dicoba Ok, semoga awet >3th"
5,sesuai spec. cepat datang. mouse murah enak dipakai
5,"good quality, packing, delivery"
5,Tidak perlu diragukan lagi kalau mouse dari logitech!
5,Barang OK
5,"Pelayanan toko mantulll, pesen pagi mlm udah nyampe aje, Produk ori, segel, berfungsi baik, cocok buat yg tangan besar, tp krn ukuran mousenya full size alias besar jadin... "
5,"ringan, desain bagus, material kokoh. gambar bagus. worth the price!!!!"
5,gud
5,"kualitas material bagus tapi belum premium, masih agak kecil buat tangan saya yang besar, tapi penggunaan sehari2 enak, yang sudah2 produk logitech awet mantap"
5,"Kualitas gambar bagus, suara bagus. Oke banget dibanding harganya~"
5,mantap
5,terimakasih
5,harga memang ga boong. kualitasnya bagus. sangat bermanfaat untuk saya yang kerjanya pale mouse berjam jam sampai sakit pergelangan tangan.
5,"Bagus mousenya pas ukuran di tangan, ringan moga2 awet"
5,berfungsi dengan baik Alhamdulillah.
5,bagus
5,"mantabs. brfungsi dg baik, mudah2an awet"
5,Pesanan tiba lebih cepat dari estimasi tapi maaf blm sempat dibuka.
5,barang sesuai ekspektasi
5,Kualitas bagus dan barang ori cakep.!
5,Makasih ya Gan.. Brg y udah sampe dengan baik
5,mantap pengiriman cepar packing rapih aman
5,Makasih. Barangnya sesuai harapan
5,"Barang dikirim dengan kotak Fragile, pengiriman cepat 1 hari doang apabila di daerah jabodetabek"
5,"Respon seller cepat, pengiriman cepat, product sesuai & berfungsi dengan baik, silent click berfungsi. Thanks!"
5,"Pengiriman cepat, harga murah, barang aman. Thank you"
5,Sesuai pesanan dan diterima dengan baik. Terima kasih
5,"sesuai pesanan, tinggal pakai, sudah ada baterai didalamnya"
5,"bagus, berfungsi dengan baik"
5,"Bagus sesuai photo, recomended."
5,Suka banget beli di Official Store nya langsung 😍
4,"Logitech M650L pas ditangan saya, bener-bener silent dan ada softwarenya, tp kekurangannya 1 aja ada sedikit defak, tlg utk quality checknya di benerin lagi ya👍"
5,barang sampai sesuai deskripsi
5,Mantap
5,pengiriman cepat.. mouse berfungsi baik
5,"Bagus banget bluetooth langsung connect dengan laptop, penggunaan nya juga lbh enak dari versi Logitec sebelum nya, dan barang sampainya cepat"
5,sip
5,Barang sudah diterima sesuai pesanan
5,"kirim cepat, barang sesuai deskripsi"
5,barang sudah diterima dengan baik
5,"mulus, tanpa suara bisa dipakai ngegame pas istri tidur jadi gak kebangun"
5,"Desain intuitif, modern, dan sangat nyaman saat dipakai. Sangat recommended!"
5,"Desain intuitif, modern, dan sangat nyaman saat dipakai. Sangat recommended!"
5,Lebih berat dari M330 yg dibeli beberapa tahun lalu tapi enak. Proses dikirimnya cepat & aman
5,oke dan pas..
5,Bagus barangnya cuma gw saranin beli yang versi silentnya aja 180k inin berisik bet klo dipake diluar ruanngan. tapi klo ga peduli ato gamasalah sama suara yang berisik b... 
5,setelah dipake mousenya bagus” ajaaa. cuman kurang pas aja di tangan tapi oke kok
5,ok
5,mantap barang sesuai pesanan
5,mantaap barang sesuai pesanan
5,"Good product, thank you"
5,"Tadinya ragu beli warna ini, tp ternyata lumayan bagus juga, dapat harga flash sale, semoga awet"
5,"mantap , ini ke 2xnya pakai produk ini setelah 4 th berlalu itupun yg lama rusak karena jatuh dilempar anak' 
 tetep pertahankan kualitas logitec"
5,Bagus Sesuai Pesanan
5,Bagus Sesuai Pesanan
5,"sudah di terima, mksh"
5,"sudah di terima, mksh"
5,Mantul
3,"Di unit yg saya dapat, ada satu tombol F8 nekannya harus agak keras dibanding tombol lainnya. Yasudah tidak apa2, masih fungsi, bukan tombol yg dipakai harian, daripada h... "
5,product sesuai & berfungsi baik
5,"seperti deskripsi nya, silent click. Sangat handy dan portable. semoga awet."
5,Mantap.. barang sesuai pesanan dan berfungsi Dengan baik
5,warnanya bagus
5,"hampir 4 tahun make merek yang sama wkwk, yang lama cuma bertahan 3tahunan sekarang beli lagi. mousenya udah nyatu sama tangan aowkw"
5,gece bgt ni barang mdhan pemakaian oke
5,"respon cepat, barang sesuai, sdh bbrp x belanja disini, tks"
5,"build quality oke, mulus! klik kiri kanan bahkan middle button juga silent. wheel nya oke banget feel nya, lancar muter nya, moga2 awet lama wheel nya sblm keluar bunyi k... "
5,kualitas oks banget
4,"kurir melakulan penerimaan barang sepihak, tanpa memberitahu atau pun menelepon udah begitu salah kirim, malah ke rumah kosong, untung ga hilang.  untuk barannya bagus."
5,"Pesanan sdh diterima dengan baik dan pengiriman juga cepat, sabtu pagi order minggu siang sampai. Packing juga cukup baik. Sudah ditest dan berfungsi dengan baik"
5,aluus
5,keren bgt dah logitech
1,tombol scroll gampang rusak
5,"original, sesuai deskripsi, sudah dapay battere juga jadi bisa langsung pakai"
5,"Kualitas barang baik, walaupun posisi beberapa tombol tidak sama dengan keyboard yang versi full karena ini keyboard compact, jadi perlu penyesuaian, semoga barangnya awe... "
5,Asli ini
4,"Mousenya ternyata gak gede2 amat, buat jari panjang ky saya, agak terasa pegel dibanding pake mouse gaming...

packing oke, pengiriman cepattt 💯"
5,Thanks Logitech. Semoga awet.
5,the best
5,the best
4,Kecil sekali dan tidak silent click...
5,"Kualitas mouse bagus. 
Tapi ini ada kendala di donglenya, masa jarak mouse dari dongle ke mouse yang -+ 50cm, kursornya gak lancar. Pada lebih dijauhin lagi malah lebih p... "
4,ada beberapa tombol terutama shift dibagian kiri itu agak keras kalau di tekan
5,cakep bgt buat gantiin mouse di kantor yg udah jadul huhu
5,"berfungsi dengan baik, dikasih baterai juga"
5,"Produk sesuai deskripsi, Ori official store, dan selamat sampai rumah."
5,"sangat puas, barang cepat sampai."
5,Semoga awet. Paking aman.
5,"Bagus sesuai spek, perkaranya cuma ekspedisinya sangat sangat lambat"
5,pesanan sesuai deskripsi
5,Bagus banget. Cepat sampenya. Makasih ya
5,Mouse berfungsi dengan baik
5,"semua berfungsi dgn baik, suara jernih, bs diatur volume dan bs on off voice"
4,barang sesuai pesanan
4,barang sesuai pesanan
5,pengiriman cepat barang ok
4,"barang sampai dengan selamat, berfungsi normal, tapi ada sedikit lecet/baret."
5,recommended seller 👍🏻👍🏻👍🏻
5,"barang sesui, dipakai nyaman"
5,"kereen,sesuai harapan"
4,"untuk fungsi dan packaging nya oke, cuman ada cacat dibagian roll nya kaya bekas digigit serangga kecil sehingga tidak mulus permukaan nya"
5,Paking bagus. Pakai kardus. Buble. Barang bagus.
5,Seauai dengan yg ditawarkan
5,Terima Kasih!
5,👍👍👍👍👍
5,Saya lagi di luar rumah. Dapet kabar dari orang rumah kalo paket udah nyampe. Belum saya liat. Sementara saya kasih bintang lima dulu karena nyampenya cepet banget. Order... 
5,"barang sempet kesasar ke rumah tetangga jauh, untungnya nama sy dikenal tetangga tsb."
5,"respon cepat, pengiriman cepat.
berfungsi normal sebagaimana mestinya.
semoga awet, thanks gan"
5,"kemasannya beda dr yg dlu, bbrp sudah dipakai dan berfungsi dgn baik"
5,"berfungsi baik, produk sesuai pesanan"
5,"Alhamdulillah, dapat harga FS.
Kualitas tidak perlu diragukan lagi meskipun baru mampu beli varian termurah 👍"
5,"Nyaman ditangan, super silent.., semoga awett ☺️☺️👍🏽👍🏽"
5,"Thanks sudah tiba paketnya, kemasan baik dan pengemasan ok..
Semoga lancar dan sukses.."
5,Berkualitass
5,👍👍👍👍👍
5,Ok
5,Ntaps
5,"Pas, semoga awet"
5,always bring great experience.
4,"orderannya cepat datang dan barangnya bagus, selalu beli item ini tp hanya sepertinya setiap 1.5tahun harus ganti karena kalo sudah lama sensornya agak melemh"
5,Semoga awet
5,saya sudah memakai produk Logitech dari lebih 30 THN yang lalu. ini pembelian saya yg pertama di tokped dan saya puas dengan pelayanannya. pesanan di proses cepat. packin... 
5,very nice. berfungsi normal. ok
5,"Bagus banget, semoga awet, thankiess"
5,Produk sesuai deskripsi ... respond cepat... pengiriman cepat sampai di tujuan... recommended seller
5,nyamandigunakan
5,bagus keren recomendeddddd
5,"Super cepat 👍, barang pasti bagus"
5,"Agak sayang sih, cat di tombol arah ada yang pudar, yang penting build quality oke juga"
5,Bagus barang ori 100%
5,"terima kasih atas respons dan pengiriman yg cepat dari store, kurirnya juga baik. the best la pokoknya :)"
5,"mantap...
terima kasih"
4,packing aman dan rapi. fitur nya berfungsi. terima kasih. Alhamdulillah
5,Layanannya cepat. Mouse yg ini bagus karena ukuran tangan sya kecil jadinya pas
4,"pengiriman cepat, barang bagus berfungsi semuanya, tapi dusnya robek"
5,"Terimakasih Gan, barang bagus"
5,barang brkerja dengan baik
5,Jumlah sesuai. Belum di tes semua
5,gud
5,Satu kata aja.. keren.. 👏🏻👏🏻👏🏻
5,"keren bgt, design minimalis, konek cepat, silent"
5,"Suaranya bagus, sesuai ekspektasi"
5,mantap
5,bagutsss
5,"mantap sehari udah sampe, langsung buat pengganti m275 yg udah 6 tahun"
4,"Keyboardnya bagus, proses pemesananya lama banget. Ga ada pilihan kirim cepat cuman ada yang reguler lagi."
5,"top markotop barang sesuai pesanan 
paking rapi
seller responsip 👍🏼👍🏼👍🏼"
5,"Barang ori. Packing aman. Krn dilayani Toped, sampainya cepet banget. Recommended! 👍👍👍"
5,"sesuai 
packing rapih .. terima kasih"
5,Barang bagus. Harga tidak bohong.
5,Enak dipakai
5,"Waktu prosesnya agak lama, tapi pengiriman ok, kondisi barang ok. Mouse standard, empuk, silent, grip bisa untuk tangan yg kecil"
5,berfungsi dengan baik. kualitas suara lebih condong ke bass
5,"Barang oke, tipis jadi mudah dibawa-bawa. Bentuknya pipih jadi mungkin agak kagok kalau terbiasa pakai mouse yang biasa. Overall mantap 👍👍"
5,good mouse
5,baguss... semoga awet. seller responsive dan tiba dgn cepettt
1,mati barangnya ... ganti baterai sama aja ...
5,Terbaik
5,"Berfungsi dengan baik,thx Logitech san Toped"
5,"berfungsi dengan baik,, hampir komplain karena gak ada USB receiver ditempat baterai, ternyata ada di wadah khusus di dalam kotak."
5,ok
5,"produk ok, packing aman, proses dan pengiriman cepat.. thank you"
5,barang bagus sesuai pesanan
5,"sesuai deskripsi, packaging rapi dan aman.. makasih"
5,Packing rapih dan respon cepat
5,logitech is a life
5,sudah dipakai normal semuanya
5,"Barang sesuai deskripsi , sudah sering beli disini, mantabbbb"
5,"Sesuai dengan brandnya, kliknya nyaman, rol enak, tapi agak berat saat digerakan, entah berat dari baterainya atau mousenya sendiri. Over all bagus"
5,mantap
5,bagus
5,kualitas mantap & cepat sampai
5,it works perfectly!
5,"pesan malam besoknya sampai, mouse-nya nyaman bgt digunakan, ga pegel. clicknya jg lembut bgt."
5,Produk berkualitas sempurna. Kado untuk anak dan dia sangat senang. Packing aman dan pengiriman cepat. Puji Tuhan!
5,Bagus. Sesuai pesanan. Terimakasih
5,Barang Original....
5,Recommended!
5,"Mantap packing bagus, dicoba langsung berfungsi dengan baik"
5,Elegant. Berfungsi baik semoga awet lama
5,"sesuai deskripsi, silent click, cepat connect via Bluetooth ke laptop Lenovo, berfungsi dgn baik & lancar. Logitech is the best"
1,"bagus warnanya. thank you!

UPDATE:

BARU SADAR SERIAL NUMBER KOTAK SAMA BARANGNYA BEDA PADAHAL OFFICIAL STORE. PANTESAN MOUSE YA KLIKI NYA JELEK BANGET! GOYANG, BELAKANG... "
5,mousenya mudah dipakai
5,Wah pas digenggam. Lancar saat penggunaannya
5,"proses cepat, barang mantab"
5,mantap. barang original.
5,bagus
5,Mantappp kerennn
5,Puasss bangetttt pesen kmrn langsung nyampe hari ini.. harusnya besok siih nyampenya.. ‎جَزَاكَ اللَّهُ خَيْرًا
5,ok
5,"mantapp, worth it untuk harga segituhh"
5,Produknya okay bangettt
1,Wajib respon cepat jika ada kendala (team khusus). Saya bayar pakai uang bukan malak/maling. (Kecewa)
5,joss gandos bagus sesuai diskripsi langsung bisa pakai n berfingsi lancaf
5,Barang original dan berfungsi dengan baik
5,udh dites lancarr
5,"Barang Bagus, sudah test , berfungsi dengan baik"
5,mantaps
5,"Sempat ragu ketika awal testing speakernya karna bass nya kaga kerasa dan sama seperti speaker sebelumnya, namun ketika di test musik dan di tinggikan volume + bass nya ,... "
5,ok cepat
5,barang sesuai orderan
5,"Sesuai deskripsi, semoga awet. Pelayannya bagus."
4,"barang bagus, sesuai expektasi tapi pakingan kurang rapi krn lakban nya sudah terbuka pas diterima"
5,"proses cepat, pengiriman dengan someday tgl mantep👍

barang aman sampe tujuan di pake aman"
5,Barang bagus
5,Sangat ergonomis. Silent click berfungsi dengan baik. Lancar untuk ipad pro. Tombol2 sidekey juga bisa digunakan dngan baik. Oiya mouse ini bisa digunakan tanpa dongle ya... 
5,"Barang sesuai pesanan, semoga bisa awet"
5,"terima kasih, sesuai ekspektasi bintang lima untuk anda... terima kasih dan sukses selalu untuk usahanya..."
5,barang berfungsi dg baik. pengiriman cepat. packing jg rapi. seller fast respond. terima kasih ya
5,so far so good.. thanks
5,barang berfungsi sesuai deskripsi. pengiriman aman.
5,"original, barang sesuai dengan deskripsi, cuma di tangan sya masih kurang enak untuk tipe claw grip"
5,"Mantap sesuai ekspektasi., tinggal colok nyala.,"
5,"selalu puas pakai logitech, ngga kelain hati"
5,mantep sih mouse nya. silent click. scrollnya jg enak. pas buat yg punya tangan besar. bisa via bluetooth/ dongle. warna putihnya keren.
5,"sesuai deskripsi, pelayanan cepat, packing rapi bingiiittttt. pokoke good deh. next belanja lg ya"
5,Langsung berfungsi dg baik..
5,OK
5,"sesuai pesanan, keren mousenya"
5,"packing rapi , isi aman dan cepat sampainya"
5,Keren
5,berfungsi dengan baik...
5,terimaksih..webcamnya keren dengan kualitas yg tak diragukan
5,"sesuai namanya, silent click, jadi tidak berisik👍"
5,"Bagus, nyaman, silent klik, jadinya ga berisik."
5,Barang berfungsi dengan baik. Bluetooth tanpa donggle memang sangat membantu lebih ringkas dan awet
5,"kurir cepat, barang tidak perlu diragukan kualitasnya"
5,barang nya baguss sipp
5,mantap. baramg dtng dgn tepat waktu.
5,👍🏻👍🏻👍🏻
5,barang bagus. sesuai dengan kebutuhan
5,brg sesuai pesanan
5,Tombol soft
5,Nice
5,barang sesuai. pengiriman cepat.
4,"Produk berfungsi dan sesuai harga. Proses dari packing dari seller sampe dikirim cukup lambat, produk sudah dibayar Selasa siang namun baru diproses kirim hari Kamis sian... "
5,fungsi ok n barang bagus
5,Mantab
5,"barang sesuai pesanan, tombol2 keyboard empuk & tidak brisik. nyaman digunakan saat pemakaian lama."
5,"warnanya lucu, enak bgt dipake, thank you logi!"
5,"produknyua goo,maaf baru respond"
5,"Fast response dr penjual, kebetulan dapet gosend nya jga cepat, top"
5,"Ringan, berkualitas dan packing rapih saat di terima"
5,"Barang sesuai gambar, dan kualitasnya jugaok nih waktu dipake😇🙏"
5,Bekerja dengan baik... mantap
5,Bekerja sesuai fungsinya
5,"Pengiriman cepat, barang aman dipake"
5,Mouse Logitech memang top. Harga tidak bohong. Pengiriman super cepat. Packing aman.
5,produk sesuai dan pengiriman aman
5,suara mantap
5,Mantap and cepet sampainya
5,"Sesuai pesanan, pengiriman cepat cepat dari yang di jadwalkan. Sangat Puas. Terima kasih"
5,"sudah ditest lancar, normal semua, ditangan pas, thx"
5,"Barang Ok.
packing gede bgt mirip kardus indomi*.
Pengiriman pake GTL lama bgt."
5,"Penjual fast respon, kualitas barang bagus"
5,LGTM
5,Barang diterima kondisi baik dan sdh dipasang berfungsi baik. Pengiriman juga cepat tk
5,mantap
5,silent mouse sesuai. bobot enteng. gw kira rada berisi. tapi enak dipake
5,"Bagus sih...sesuai harga.😁
Tapi tokopedia responnya emang juara. Kurir cepat dan sangat pintar mengatasi kondisi. Packing luar biasa rapi dan aman. Toko ini banyak yg bi... "
5,barang ori. built quality enak..
5,👍
5,Mantul
5,"pengiriman cepat, seller responsif"
5,"packingnya aman..warnanya bgs, enak sih buat kerja"
5,Sesuai ekspektasi
4,Terlalu ringan
5,"Terima Kasih kepada Seller dan Kurir telah memberikan yang terbaik, sukses Terus Untuk Kalian"
5,mantapp. delivernya okeh
5,Ini pembelian kedua. Mousenya nyaman dipakai. Recommended seller.
5,"Barang berfungsi dengan baik, keyboardnya kecil, meja jadi bisa muat barang yg lain. Cukup nyaman utk ngetik, dan bisa connect dgn gadget yg lain bersamaan dgn komputer."
5,berfungsi normal. fast respon
5,ok...proses cepat...barang ori.
5,semoga awet
5,"produk berfungsi dengan baik, kualitas oke dan packaging aman"
5,"Barang sesuai gambar dan deskripsi. Bagus, semoga awet👍"
5,Mantap
5,👍
5,original
5,original
5,packing aman banget. produk blm dicoba. semoga awet dan lancar
5,"cakep banget!! sbetulnya terpaksa beli mouse karena kmarin kerjaan lg hectic, dan butuh bgt mouse biar kerja bs lebih cpet. eh lama2 jd gabisa lepas dr mouse"
5,baguss
5,"Bagus … barang ori, pengiriman cepat"
5,sangat baik.
5,Sip
5,"halus, bunyinya gk ada. Enteng, design lucu dan elegan."
5,"pengiriman super cepat, packaging mantap, barang sesuai, kualitas ok"
5,joss
5,"Packing aman, kualitas ok"
5,mantap banget ini sih🙏
5,selalu fast respon dan cepat pengiriman
5,sesuai pesanan
4,kardus penyok penyok dan lecet lecet parah untung isinya aman
5,"Wow bagus banget! Langsung nyambung, fungsionalnya juga works well. Nyampenya cepet banget."
5,"Nyaman, enak dan byk fitur nya. Sangat kepake utk kerja sehari2"
5,"So far so good.
Hari kedua pemakaian sejauh ini tidak ada kendala.
Semoga tahan lama"
5,worth it. ada harga ada kualitas
5,"barang bagus, pengiriman cepat"
5,bagus
5,packing ok
5,"Bagus, cakep"
5,"Josss, Mantap, berfungsi, keren"
5,"brg bgs, puas..."
5,Mantapzz 👍🏻
5,Belum dicoba tp gak ragu sama kualitas logitech
5,barangnya sudah tiba kirimannya cepat tinggal di coba. makasih
5,bagus dan sesuai dengan deskripsi... semoga awet mouse nya. thanks seller
5,Barang bagus. Pembelian ke sekian..
5,"Kualitas nya ok, full size mouse. pengirimannya cepat, transaksi sore besok pagi barangnya udha nyampe."
5,"ga kecil2 bgt ternyata, msh pas ditangan, blom cobain, semoga ga error, pelayanan fast respond, fast process 👍"
5,"barang diterima dengan baik, respon penjual sigap dan cepat."
5,Mouse berfungsi dgn baik dan sampai di tmp saya tanpa cacat. packing sngt baik dgn tambahan dos tebal dan potongan dos utk meredam guncangan. respon chat dan proses pengi... 
5,"Produk OK
Packing OK"
5,"Kualitas Barang Bagus,
Harga Terjangkau,
Packing Rapih,
Respon Cepat,
Pengiriman Cepat,
Recomended Seller."
5,"Mantap ringan kecil, grip agak ga enak karena biasa pake mouse normal, cuman ini ringan dan tipis dan kecil, batrenya punya ketahanan 1.5 taun, semoga bener."
5,enak dipakai setelah 1 minggu ga ada kendala
5,"Lumayan, suara mic jelas, suara ke headset jg cukup jernih, bantalan empuk tidak sakit jg ditelinga."
5,oke
5,jernih tapi zoom banget jadi harus agak jauh
5,thanks
5,"pengiriman cepat, belum di coba semoga berpungsi"
5,mantap
5,Bagus. Semua berfungsi dengan baik .
5,super fast respon mkasih pesenan dh diterima thx mas kurir
5,"Packing aman, barang sudah diterima, respon dan pengiriman cepat. Terima kasih banyak Ka, sukses selalu"
5,jos gandos kotos kotos..
5,ok sesuai pesanan
5,ok
5,"kualitas barang bagus, pengiriman tepat wakti"
5,"it works! Gampang, simpel, portable 😊 bisa untuk ios pula"
5,kualitas grip dan klik nya TOP!!! Harga bersahabat.
5,"Mouse-nya bagus.
Saya pakai peralatan/aksesoris PC dari Logitech sejak masih kuliah sekitar tahun 2000, ga perlu diragukan lagi, awet ampe bosan pakainya bukan karena rus... "
5,"Barang baguss...sesuai harapan, harga juga OK. Good seller.."
5,"Kualitas oke, barang original. Pengiriman cepat. 
Good Seller"
5,"Kualitas oke, barang original. Pengiriman cepat. 
Good Seller"
5,"Kualitas oke, barang original. Pengiriman cepat. 
Good Seller"
5,udah dicoba dan bekerja dengan baik..terima kasih..sukses terus kaaa
5,Original logitech product
